fid,x,y,xa,ya
29,-212.5,347.2,-210.48939990080314,340.31376546184015
29,-212.5,447.2,-211.0231950956799,437.7021134408483
31,-372.5,367.2,-341.527212058586,361.33688925412724
32,-352.5,367.2,-322.4748791027709,360.515105450681
33,-332.5,367.2,-304.1212508728002,360.82785359844354
34,-312.5,367.2,-285.6255885386008,360.51821714511345
35,-292.5,367.2,-266.705611098496,359.96673159623117
36,-272.5,367.2,-248.10144660115395,359.9232886153172
36,-272.5,467.2,-249.05822599210885,457.78428250271963
37,-252.5,367.2,-229.27156665827803,359.63277687616227
37,-252.5,467.2,-229.7371687953611,456.97247909814575
38,-232.5,367.2,-210.6631470948239,359.7204063364786
38,-232.5,467.2,-210.69125116218052,457.0143009087483
42,-352.5,387.2,-341.991720693467,380.7666655540918
43,-332.5,387.2,-323.2281913268916,380.47329655386363
43,-332.5,487.2,-324.4140911575897,477.67309801907584
44,-312.5,387.2,-304.322649788574,379.9368485573411
45,-292.5,387.2,-285.5677696395641,379.55861176328995
45,-292.5,487.2,-286.2190587743598,476.55434830267876
46,-272.5,387.2,-266.9346877558738,379.5062437464796
46,-272.5,487.2,-267.50105950790663,476.9015926468238
47,-252.5,387.2,-248.19403331041624,379.1103962201038
47,-252.5,487.2,-248.4205088912519,476.6780314717372
48,-232.5,387.2,-229.4357399205266,378.8618488503564
48,-232.5,487.2,-229.4833287782018,476.4272049373053
49,-212.5,387.2,-210.90408934662508,379.1525667459864
49,-212.5,487.2,-211.02318669600498,477.34443147521574
2,-347.5,307.2,-336.4350449127353,304.4839880657507
3,-327.5,307.2,-317.3509540409388,303.74044684887093
3,-327.5,407.2,-318.76830424853813,399.4195793793337
4,-307.5,307.2,-298.5021051017804,303.67277192924547
4,-307.5,407.2,-299.8717551310774,399.17579607186843
5,-287.5,307.2,-279.8288825495258,303.3053061620235
5,-287.5,407.2,-281.09299863339515,398.86543162559286
6,-267.5,307.2,-261.29467711675807,303.20038654277266
6,-267.5,407.2,-262.79868027014527,399.5052519220416
7,-247.5,307.2,-242.77116047656858,302.8920053587028
7,-247.5,407.2,-243.85257872586828,399.0671852690939
8,-227.5,307.2,-224.38513283977372,303.03487736918004
8,-227.5,407.2,-225.13091990190156,398.9891552003608
9,-207.5,307.2,-205.34566968477287,302.05836549876295
9,-207.5,407.2,-206.0314296523085,398.59554744366676
12,-347.5,327.2,-336.39732856014865,323.15997669060766
12,-347.5,427.2,-338.2462709778918,419.34085523815776
13,-327.5,327.2,-317.5799425170507,322.8647085163685
13,-327.5,427.2,-319.68832106984473,419.64756039162415
14,-307.5,327.2,-298.8693139818302,322.58760664778146
14,-307.5,427.2,-300.6273601126882,419.3100030820515
15,-287.5,327.2,-280.06116501190763,322.1689087200993
15,-287.5,427.2,-281.3479122972719,418.58331753384755
16,-267.5,327.2,-261.6387365354934,322.1901513504049
16,-267.5,427.2,-262.7055475246121,418.2345742822854
17,-247.5,327.2,-242.9386994192854,321.8556254607104
17,-247.5,427.2,-244.04294199282862,418.46068598061316
18,-227.5,327.2,-224.33012000011152,321.80267972189876
18,-227.5,427.2,-225.4001571149722,418.80161447281114
19,-207.5,327.2,-205.3280110211797,321.22317012186056
19,-207.5,427.2,-206.1161504570447,418.1903735849137
22,-347.5,347.2,-336.3367534922592,341.77041740315116
23,-327.5,347.2,-317.9583416904678,342.15434077075344
24,-307.5,347.2,-299.0019970737868,341.6040055545818
24,-307.5,447.2,-300.42287768559515,437.98890174239506
25,-287.5,347.2,-280.56807391585085,341.4615106081179
26,-267.5,347.2,-261.70961893592397,340.94348121368483
26,-267.5,447.2,-262.84582077326473,437.66867939169254
27,-247.5,347.2,-243.16835703632438,341.1497350666443
27,-247.5,447.2,-244.29798830171393,438.2646955161758
28,-227.5,347.2,-224.502794964043,341.0869150217553
28,-227.5,447.2,-225.55930649967078,438.6413423485948
29,-207.5,347.2,-205.61795770479605,340.78631622891146
29,-207.5,447.2,-206.25272344792387,438.0952157065189
31,-367.5,367.2,-336.828170867226,361.46453036088064
32,-347.5,367.2,-317.8416424387365,360.5514826089381
32,-347.5,467.2,-319.2671311338974,457.35065963863815
33,-327.5,367.2,-299.3584592498124,360.70873986839416
34,-307.5,367.2,-280.81694158745137,360.7567760008875
35,-287.5,367.2,-261.9969236921437,360.355463261439
36,-267.5,367.2,-243.4979608965119,360.64068180459026
36,-267.5,467.2,-244.51607024716307,458.3286523937258
37,-247.5,367.2,-224.5206741400659,360.0385422904699
37,-247.5,467.2,-225.24779294669503,457.6598447986213
38,-227.5,367.2,-205.71500840901155,359.8675465576624
38,-227.5,467.2,-206.33410244798543,457.9347169172364
43,-327.5,387.2,-318.5502594359423,380.6723392278631
43,-327.5,487.2,-320.0037322060165,478.0565317083974
44,-307.5,387.2,-299.63670283855356,380.0735827431707
45,-287.5,387.2,-280.7440583375949,379.5113295371259
45,-287.5,487.2,-281.516408448072,476.4399433337907
46,-267.5,387.2,-262.31522102857633,379.88753256011074
46,-267.5,487.2,-262.85478005544064,476.9355127885137
47,-247.5,387.2,-243.57684737652855,379.91640949359515
47,-247.5,487.2,-244.07601559290887,477.4080324804778
48,-227.5,387.2,-224.67337395755317,379.298407984487
48,-227.5,487.2,-224.88633359945865,476.609135111124
49,-207.5,387.2,-206.14574445410125,379.6068199261358
49,-207.5,487.2,-206.4526230323577,477.7930371792879
0,-202.5,307.2,-199.92747580863568,302.35746688098527
0,-202.5,407.2,-201.48187168193087,398.98790750337
1,-182.5,307.2,-181.18197951156043,302.1926827084624
1,-182.5,407.2,-182.51126347199755,399.23276763963435
2,-162.5,307.2,-162.46899396417362,302.159714950155
2,-162.5,407.2,-163.3262107513534,399.0930013411708
3,-142.5,307.2,-143.39123586501654,301.7807243524031
3,-142.5,407.2,-144.2107432166919,399.1143061862239
4,-122.5,307.2,-124.52496180161454,301.5443770900512
4,-122.5,407.2,-124.84030130622659,398.61357380239144
5,-102.5,307.2,-105.63376488729907,301.6125571827536
5,-102.5,407.2,-105.79774744698585,398.7679302504096
6,-82.5,307.2,-86.7247394289904,301.17507696284895
6,-82.5,407.2,-86.38096148529682,398.34247636310835
7,-62.5,307.2,-67.71260318776153,300.84089719927636
7,-62.5,407.2,-67.04393599781119,398.07580127378594
8,-42.5,307.2,-48.899116191353016,300.84350904811686
8,-42.5,407.2,-47.99839165083996,398.50480474138567
9,-22.5,307.2,-29.722618752608536,300.37066749598284
9,-22.5,407.2,-28.477550923388833,397.95049981647867
10,-202.5,327.2,-200.22582457966482,321.5552062777455
10,-202.5,427.2,-201.80045182249694,419.337428322888
11,-182.5,327.2,-181.24394765059773,321.04084682006567
11,-182.5,427.2,-182.44448865965742,418.8582065004351
12,-162.5,327.2,-162.3517620057553,321.11353324219857
12,-162.5,427.2,-163.2932484004361,418.5892392310708
13,-142.5,327.2,-143.51582034875392,320.87010009966235
13,-142.5,427.2,-144.30069941760996,418.94033707537795
14,-122.5,327.2,-124.50597349168658,320.56910713684084
14,-122.5,427.2,-125.19378835711858,418.96296427715043
15,-102.5,327.2,-105.57165566608992,320.4933980026624
15,-102.5,427.2,-105.72990730860427,418.5958063300984
16,-82.5,327.2,-86.70788695282687,320.43862543026864
16,-82.5,427.2,-86.40604365583904,418.27776321659064
17,-62.5,327.2,-67.6635408186406,320.2524464621073
17,-62.5,427.2,-67.02716126915728,418.1480794427651
18,-42.5,327.2,-48.76950367213695,320.2720252238019
18,-42.5,427.2,-47.785018303121255,418.2402546477154
19,-22.5,327.2,-29.571645963188622,319.7040574829801
19,-22.5,427.2,-28.20627774990242,417.99278562970846
20,-202.5,347.2,-200.6751127139156,340.91347517523735
20,-202.5,447.2,-202.05908002124696,439.10154631635135
21,-182.5,347.2,-181.53738233943992,340.46349329712467
21,-182.5,447.2,-182.53176465687332,438.4002468919971
22,-162.5,347.2,-162.59660151490942,340.4603546083588
22,-162.5,447.2,-163.3852890471165,438.50293644395106
23,-142.5,347.2,-143.59210952443723,340.20490387179956
23,-142.5,447.2,-144.31988403311172,438.7265864934327
24,-122.5,347.2,-124.60755096077148,339.9931101365407
24,-122.5,447.2,-125.06035078924606,438.6196966610892
25,-102.5,347.2,-105.64779499898023,339.9681186985763
25,-102.5,447.2,-105.77491816267654,438.6742353311006
26,-82.5,347.2,-86.67402973757545,339.740494466219
26,-82.5,447.2,-86.24548268828367,438.2583713974329
27,-62.5,347.2,-67.62946908522281,339.7543150610664
27,-62.5,447.2,-66.97281361609235,438.49403558108264
28,-42.5,347.2,-48.47997894584841,339.2347810762178
28,-42.5,447.2,-47.600870788246105,438.1986174527749
29,-22.5,347.2,-29.407982482642485,339.0702613478545
29,-22.5,447.2,-28.036668661533433,437.98344223667675
30,-202.5,367.2,-181.71282004672136,359.8556630299247
30,-202.5,467.2,-182.7821181995058,458.3490701833481
31,-182.5,367.2,-162.6676511095449,359.5676369255707
31,-182.5,467.2,-163.5471348539943,458.57342716338906
32,-162.5,367.2,-143.72439562064105,359.62801411802553
32,-162.5,467.2,-144.1364287023909,458.0360477833051
33,-142.5,367.2,-124.7217672283542,359.45212668945186
33,-142.5,467.2,-124.97331869394267,458.2996649153477
34,-122.5,367.2,-105.82585859621778,359.64704340049735
34,-122.5,467.2,-105.65551591372461,458.3082127496355
35,-102.5,367.2,-86.54390093809347,359.098957427522
35,-102.5,467.2,-86.28046992156503,458.3870054286554
36,-82.5,367.2,-67.48312987511527,359.2285752977703
36,-82.5,467.2,-66.95024569381438,458.5526560138639
37,-62.5,367.2,-48.24188904212597,358.62310075479934
37,-62.5,467.2,-47.25998271079326,458.0517903645629
38,-42.5,367.2,-28.991666230933284,358.36270061516313
38,-42.5,467.2,-27.766710261488395,457.9115986762427
39,-22.5,367.2,-200.98249357119906,360.4071153949375
39,-22.5,467.2,-202.14463839967718,458.64756362401107
40,-202.5,387.2,-201.25029376294924,379.78676185390935
40,-202.5,487.2,-202.30947293722477,478.7145964479216
41,-182.5,387.2,-182.1749949541321,379.73497784643047
41,-182.5,487.2,-182.95073318262092,478.39180759908777
42,-162.5,387.2,-163.12311619445592,379.7228361329424
42,-162.5,487.2,-163.55133567133385,478.27410568283983
43,-142.5,387.2,-143.8794256509156,379.22386853912144
43,-142.5,487.2,-144.55441969959213,478.8837648787034
44,-122.5,387.2,-124.9137115489605,379.37087788461116
44,-122.5,487.2,-124.89176189702417,478.1402254638204
45,-102.5,387.2,-105.79050399992332,379.1333342508239
45,-102.5,487.2,-105.34950261622461,477.739904426122
46,-82.5,387.2,-86.51247867694919,378.7189978372588
46,-82.5,487.2,-86.06373058840971,478.1515140167546
47,-62.5,387.2,-67.20433479530499,378.43786485494826
47,-62.5,487.2,-66.53854205771377,478.22101526047214
48,-42.5,387.2,-48.105290844899905,378.48174957229594
48,-42.5,487.2,-46.953262003080596,477.66861379945976
49,-22.5,387.2,-28.920966186301186,378.50499189803566
49,-22.5,487.2,-27.732510819270725,478.2974888899827
0,-197.5,307.2,-195.61811066046485,303.0619648807422
0,-197.5,407.2,-196.68084428927307,399.97710782024177
1,-177.5,307.2,-176.9424092688608,302.9693871966544
1,-177.5,407.2,-177.6022796288629,399.61783388794896
2,-157.5,307.2,-157.88596720376165,302.2236887685722
2,-157.5,407.2,-158.4726480634028,399.64185123247074
3,-137.5,307.2,-139.0114976561119,302.1358630023188
3,-137.5,407.2,-139.1756641705375,399.2146543686396
4,-117.5,307.2,-119.87307909188398,301.54162589667976
4,-117.5,407.2,-119.77898152867274,398.647097424925
5,-97.5,307.2,-100.94601180205316,301.09604147731864
5,-97.5,407.2,-100.6910516707056,398.65762132616106
6,-77.5,307.2,-82.22476383808656,301.15130520745157
6,-77.5,407.2,-81.43667867739296,398.52574663331893
7,-57.5,307.2,-63.222131925296814,300.82852689601566
7,-57.5,407.2,-62.17972234637045,398.2872863728895
8,-37.5,307.2,-44.406670456116785,300.75326886109355
8,-37.5,407.2,-42.95706745557598,398.41886618412224
9,-17.5,307.2,-25.274607594461294,300.250822146371
9,-17.5,407.2,-23.341816226093325,397.50153199859176
10,-197.5,327.2,-195.64120206842142,322.0061152686256
10,-197.5,427.2,-196.69061133172326,419.80879071941126
11,-177.5,327.2,-176.74373822489048,321.5962066817583
11,-177.5,427.2,-177.63092265241963,419.71395585225355
12,-157.5,327.2,-157.8102388597944,321.31193778494884
12,-157.5,427.2,-158.30768842110538,419.05089363933445
13,-137.5,327.2,-138.9633381174706,321.3913347208133
13,-137.5,427.2,-139.19898999495175,419.0040778892249
14,-117.5,327.2,-119.93618594183887,320.905440963303
14,-117.5,427.2,-120.0480630989071,419.1618136612802
15,-97.5,327.2,-101.0690382376457,320.5738296980311
15,-97.5,427.2,-100.66445226330292,418.740860930155
16,-77.5,327.2,-82.12796733999308,320.5382507552405
16,-77.5,427.2,-81.1482025032826,418.2402735523089
17,-57.5,327.2,-62.92767271208563,319.92546846104506
17,-57.5,427.2,-61.99361979857986,418.28113022842274
18,-37.5,327.2,-44.00564275298565,319.7772216149843
18,-37.5,427.2,-42.75543031546848,418.29153182297426
19,-17.5,327.2,-24.914824911720896,319.4007624693602
19,-17.5,427.2,-23.08175698452885,417.8872047607718
20,-197.5,347.2,-195.90102042240508,341.2030003081384
20,-197.5,447.2,-196.9669078882886,439.7487151943162
21,-177.5,347.2,-176.85282376333492,340.7913586734646
21,-177.5,447.2,-177.43388228299068,438.8241911423704
22,-157.5,347.2,-157.90637364923606,340.5306800563877
22,-157.5,447.2,-158.2086420429976,438.8830301549286
23,-137.5,347.2,-138.75851079400812,340.21156624153514
23,-137.5,447.2,-139.1900127690195,439.12944002725186
24,-117.5,347.2,-120.03019072827173,340.27463993203867
24,-117.5,447.2,-119.79384228641476,438.529245573871
25,-97.5,347.2,-100.91565336897204,339.68292749059424
25,-97.5,447.2,-100.41225005429663,438.24025569935793
26,-77.5,347.2,-81.8657348538992,339.4671689315439
26,-77.5,447.2,-81.32230953790095,438.752286573192
27,-57.5,347.2,-62.80525468168652,339.29682666529624
27,-57.5,447.2,-61.74596340740486,438.4444563875045
28,-37.5,347.2,-43.697829707023445,339.0501039174848
28,-37.5,447.2,-42.54287550583668,438.5159553316015
29,-17.5,347.2,-24.70415086170747,338.95248680520854
29,-17.5,447.2,-22.62204432775913,437.38927568575843
30,-197.5,367.2,-177.10745137154143,360.5344396809549
30,-197.5,467.2,-177.54205786152116,458.7073086950124
31,-177.5,367.2,-158.02787044862492,360.28564362085046
31,-177.5,467.2,-158.33594490159675,458.92766622595525
32,-157.5,367.2,-138.96224879890738,359.93254093247316
32,-157.5,467.2,-138.87652527332014,458.1938107008157
33,-137.5,367.2,-119.97198704379488,359.8202241163895
33,-137.5,467.2,-119.77415381744585,458.7404344380821
34,-117.5,367.2,-100.99820434761716,359.6550542942687
34,-117.5,467.2,-100.29857340667758,458.2653809379184
35,-97.5,367.2,-81.73655882722123,358.88983438417023
35,-97.5,467.2,-81.12019145799124,458.5955730317847
36,-77.5,367.2,-62.64180114776623,358.8692267589569
36,-77.5,467.2,-61.612471359162626,458.4343858832134
37,-57.5,367.2,-43.41045654250734,358.65603978323963
37,-57.5,467.2,-41.959833210146954,457.72443122851337
38,-37.5,367.2,-24.13765863290909,358.24088165964054
38,-37.5,467.2,-22.302973253224998,457.49895239642063
39,-17.5,367.2,-196.16620350797692,360.75058791314405
39,-17.5,467.2,-196.8300501291266,458.95025104785356
40,-197.5,387.2,-196.41431482140902,380.3935507162419
40,-197.5,487.2,-196.81050693381727,478.725836319209
41,-177.5,387.2,-177.33366216685388,380.162999362415
41,-177.5,487.2,-177.36995265384928,478.3831288174066
42,-157.5,387.2,-158.12255048221007,379.74816579480256
42,-157.5,487.2,-158.22631693840762,478.48202405158486
43,-137.5,387.2,-138.95842312400953,379.3915030171779
43,-137.5,487.2,-139.21140265778521,478.9901496731371
44,-117.5,387.2,-119.9630913605821,379.28011895461316
44,-117.5,487.2,-119.51479845141316,478.1509724209915
45,-97.5,387.2,-100.60727043122186,378.6882624088376
45,-97.5,487.2,-100.10952146084071,478.05560309464187
46,-77.5,387.2,-81.64768484899515,378.6954720485671
46,-77.5,487.2,-80.6471825862161,478.10562529121177
47,-57.5,387.2,-62.28412326468557,378.3923611770872
47,-57.5,487.2,-61.177829932604276,478.0264019195454
48,-37.5,387.2,-43.010739260628725,377.88064935331954
48,-37.5,487.2,-41.59555999915048,477.6588164263432
49,-17.5,387.2,-23.957978759451784,378.09050548029757
49,-17.5,487.2,-22.123952215964938,477.5645280063782
0,-192.5,307.2,-190.64324036176805,301.84625169393365
0,-192.5,407.2,-191.82759878315068,398.682814334069
1,-172.5,307.2,-171.80228837450795,301.6159126379265
1,-172.5,407.2,-172.9227310909581,398.77758376931166
2,-152.5,307.2,-152.9410462608493,301.2249567882225
2,-152.5,407.2,-153.5995326099203,398.3424392208808
3,-132.5,307.2,-133.92863335005563,300.79825978759413
3,-132.5,407.2,-134.3936925123538,398.21679924981254
4,-112.5,307.2,-115.11640076051098,300.8105220403898
4,-112.5,407.2,-115.25573018019834,398.04000054919646
5,-92.5,307.2,-96.16474414769655,300.4536852061422
5,-92.5,407.2,-95.92860848822784,397.676746837464
6,-72.5,307.2,-77.38251002351619,300.38510056320973
6,-72.5,407.2,-76.85262062216779,397.91996884830996
7,-52.5,307.2,-58.41229725712481,299.8192125160061
7,-52.5,407.2,-57.358871004116295,397.5064366354774
8,-32.5,307.2,-39.55242128173595,299.9672940205817
8,-32.5,407.2,-38.229284556990635,397.4536158692346
9,-12.5,307.2,-20.35061085203531,299.2798495075046
9,-12.5,407.2,-18.61027911002788,396.7824338690837
10,-192.5,327.2,-190.80037758791556,321.01281785180095
10,-192.5,427.2,-191.86656233429213,418.54312831276195
11,-172.5,327.2,-171.81234177570894,320.4960546577243
11,-172.5,427.2,-172.79658308079587,418.6005678644906
12,-152.5,327.2,-152.8929517666119,320.2275251703141
12,-152.5,427.2,-153.457212905588,417.8215868583921
13,-132.5,327.2,-134.06295856390537,320.2739516989248
13,-132.5,427.2,-134.56654083593514,418.40239088552477
14,-112.5,327.2,-115.05776589742966,319.82144298513356
14,-112.5,427.2,-115.36761244490997,418.38959990775504
15,-92.5,327.2,-96.10120069671328,319.7384369575215
15,-92.5,427.2,-95.82004019186536,417.571448900271
16,-72.5,327.2,-77.12809252211252,319.1093799468879
16,-72.5,427.2,-76.62016158243489,417.76835062236347
17,-52.5,327.2,-58.252312303074234,319.0784725793258
17,-52.5,427.2,-57.34694034493651,417.66058675501097
18,-32.5,327.2,-39.19439402874185,318.7359512552106
18,-32.5,427.2,-37.94668327720071,417.45858855665386
19,-12.5,327.2,-20.12128699940521,318.55587459864944
19,-12.5,427.2,-18.28780040011964,416.9635018554576
20,-192.5,347.2,-190.97694973231668,340.02056872924055
20,-192.5,447.2,-192.33337354961952,438.754543943014
21,-172.5,347.2,-171.92954859316194,339.6434636421695
21,-172.5,447.2,-172.80541773376154,437.8934418299714
22,-152.5,347.2,-153.1228380384577,339.72670967930793
22,-152.5,447.2,-153.61916632500618,438.15642393327687
23,-132.5,347.2,-134.0434647788462,339.40544152406727
23,-132.5,447.2,-134.54143963260367,438.3005434155724
24,-112.5,347.2,-115.14372848577194,339.07086932773547
24,-112.5,447.2,-115.03573558995332,437.55419635718704
25,-92.5,347.2,-95.96970203849224,338.5525907799268
25,-92.5,447.2,-95.85323317333572,437.85137702955245
26,-72.5,347.2,-77.18263250695864,338.64939945284453
26,-72.5,447.2,-76.24025396237762,437.04109765584786
27,-52.5,347.2,-58.012951221480215,338.4156792050291
27,-52.5,447.2,-56.75770423108462,436.9944585715934
28,-32.5,347.2,-39.10173838273564,338.5891731081349
28,-32.5,447.2,-37.750013099674774,437.5833578693582
29,-12.5,347.2,-19.801741912660578,337.7820376790143
29,-12.5,447.2,-18.06234814281931,437.08846965395014
30,-192.5,367.2,-172.19064789395406,359.065530956099
30,-192.5,467.2,-172.80516841575425,457.5716320608572
31,-172.5,367.2,-153.15604831148264,359.04704965009853
31,-172.5,467.2,-153.55036196052984,457.7659152846096
32,-152.5,367.2,-134.1109125270845,358.78705788779325
32,-152.5,467.2,-134.21300436516992,457.52137087447886
33,-132.5,367.2,-115.16950101475103,358.74548926202954
33,-132.5,467.2,-115.02848809818154,457.6825027424718
34,-112.5,367.2,-96.0291130612946,358.2223028408139
34,-112.5,467.2,-95.73008579730025,457.58782734780135
35,-92.5,367.2,-76.9823222689657,358.247839623525
35,-92.5,467.2,-76.12723488151667,457.26565167555117
36,-72.5,367.2,-57.776246298039396,357.8573085504169
36,-72.5,467.2,-56.812575440854005,457.706960008604
37,-52.5,367.2,-38.67197793428998,357.7365564693071
37,-52.5,467.2,-37.33576737126805,457.20243913249453
38,-32.5,367.2,-19.462331335990296,357.54602306200366
38,-32.5,467.2,-17.62375837305733,456.97295521345575
39,-12.5,367.2,-191.23397246325962,359.50444933002416
39,-12.5,467.2,-192.2553299112616,458.4003454258022
40,-192.5,387.2,-191.67329055928832,379.45259553420556
40,-192.5,487.2,-192.31087647746642,478.0640382988996
41,-172.5,387.2,-172.51369508168915,379.06326213174214
41,-172.5,487.2,-172.88394168924853,477.89771900973517
42,-152.5,387.2,-153.32692543204215,378.6505884940995
42,-152.5,487.2,-153.7668085108463,478.04701184565926
43,-132.5,387.2,-134.29148073067577,378.64641841608346
43,-132.5,487.2,-134.45348486500924,478.2147342863395
44,-112.5,387.2,-115.19113576241494,378.3326215239248
44,-112.5,487.2,-114.92015768913943,477.46260219033354
45,-92.5,387.2,-96.02638392516255,377.97245045109287
45,-92.5,487.2,-95.32140340116325,477.0254534014323
46,-72.5,387.2,-76.98926778697081,378.2818856613193
46,-72.5,487.2,-75.97276372459132,477.25205868522255
47,-52.5,387.2,-57.535720472376134,377.45050562094366
47,-52.5,487.2,-56.43637647243126,477.08245841950094
48,-32.5,387.2,-38.385131116387086,377.2524850419603
48,-32.5,487.2,-36.77712938205454,476.62540098082434
49,-12.5,387.2,-18.9770169455828,376.98653063567076
49,-12.5,487.2,-17.462056678025643,477.20839429156877
0,-187.5,307.2,-185.85204995430394,301.8575557006547
0,-187.5,407.2,-187.03224553707355,398.5729592464269
1,-167.5,307.2,-167.12117117649848,301.64875697943415
1,-167.5,407.2,-168.20301675939277,399.0378555145147
2,-147.5,307.2,-148.31075555568702,301.5437235531061
2,-147.5,407.2,-148.9634372912377,398.8125424374918
3,-127.5,307.2,-129.4043591162676,301.4534644582948
3,-127.5,407.2,-129.60523244286816,398.3377784039248
4,-107.5,307.2,-110.4472896483623,300.93606103772305
4,-107.5,407.2,-110.48500457384056,398.3049611558802
5,-87.5,307.2,-91.4147109900259,300.68141401777575
5,-87.5,407.2,-91.17611614012166,398.0222419015152
6,-67.5,307.2,-72.65725659138975,300.6297211630038
6,-67.5,407.2,-71.9760716575243,398.063920031501
7,-47.5,307.2,-53.60273697848455,300.23202953666436
7,-47.5,407.2,-52.66504171173496,397.6007741991839
8,-27.5,307.2,-34.81904262485491,300.22599804549327
8,-27.5,407.2,-33.40028543616152,397.67064242598497
9,-7.5,307.2,-15.716053304215261,300.04247341797645
9,-7.5,407.2,-13.93192262303246,397.19985371920393
10,-187.5,327.2,-186.10314082725358,321.0062023486951
10,-187.5,427.2,-187.21470678957013,418.6015339208175
11,-167.5,327.2,-167.14455066363703,320.6794308588851
11,-167.5,427.2,-168.29263999568158,418.9414521478348
12,-147.5,327.2,-148.36980658727956,320.7932578166462
12,-147.5,427.2,-148.87338539341962,418.3202753879593
13,-127.5,327.2,-129.3617823639773,320.54630591800776
13,-127.5,427.2,-129.92923044193225,418.7511825728981
14,-107.5,327.2,-110.35947164569124,320.1492402446226
14,-107.5,427.2,-110.57395906857398,418.49471192732204
15,-87.5,327.2,-91.39080074002209,319.7538800674336
15,-87.5,427.2,-91.11484958240308,418.00509963231724
16,-67.5,327.2,-72.3963611323453,319.5310582604075
16,-67.5,427.2,-71.77896897292356,417.69435490697265
17,-47.5,327.2,-53.43086633435447,319.3957464149664
17,-47.5,427.2,-52.64015947864778,417.9848931080687
18,-27.5,327.2,-34.53585044230603,319.4705977722635
18,-27.5,427.2,-33.14244154300289,417.68302766921096
19,-7.5,327.2,-15.289860008673877,318.7609085554692
19,-7.5,427.2,-13.474502051915639,417.12888230769886
20,-187.5,347.2,-186.44573909250354,340.43958652273307
20,-187.5,447.2,-187.49908411173635,438.71312433987475
21,-167.5,347.2,-167.52787928143255,340.4096265344517
21,-167.5,447.2,-168.13752543183324,438.34042238247577
22,-147.5,347.2,-148.42207523111708,339.95132180807906
22,-147.5,447.2,-148.89489724996287,438.21344780314286
23,-127.5,347.2,-129.30589258539237,339.5763696137148
23,-127.5,447.2,-129.8729544478319,438.55070908137054
24,-107.5,347.2,-110.42372040317849,339.49641900177073
24,-107.5,447.2,-110.51283416423792,438.3860374308892
25,-87.5,347.2,-91.36306492562461,339.1349394317463
25,-87.5,447.2,-91.02307674699368,437.97089101782655
26,-67.5,347.2,-72.36741713772788,339.13378173988997
26,-67.5,447.2,-71.76548754609006,437.8917545600933
27,-47.5,347.2,-53.30399791623884,338.9365010648436
27,-47.5,447.2,-52.23847699208378,437.84920456046916
28,-27.5,347.2,-34.19883791355677,338.49339233538836
28,-27.5,447.2,-33.01426269393522,437.977438845067
29,-7.5,347.2,-15.109176611385767,338.4036399791799
29,-7.5,447.2,-13.168565202558614,437.05224826050215
30,-187.5,367.2,-167.52280935234663,359.515832685059
30,-187.5,467.2,-168.13104678387452,457.8475415484815
31,-167.5,367.2,-148.47137669960998,359.29521123277357
31,-167.5,467.2,-148.8283874914096,457.881324719942
32,-147.5,367.2,-129.47617460802888,359.1309505854414
32,-147.5,467.2,-129.48956185140938,457.5197917492516
33,-127.5,367.2,-110.49072629254516,359.1207833033277
33,-127.5,467.2,-110.20208788085691,457.8018211108264
34,-107.5,367.2,-91.32328208183883,358.773273936212
34,-107.5,467.2,-90.87257947746124,457.6888876633102
35,-87.5,367.2,-72.21788741986654,358.4471570534733
35,-87.5,467.2,-71.50539707276191,457.63704325468655
36,-67.5,367.2,-53.062598476306306,358.3365143902372
36,-67.5,467.2,-52.09436169319459,457.8908312494981
37,-47.5,367.2,-34.0101600263926,358.3310567968991
37,-47.5,467.2,-32.44521921701945,457.24637640771965
38,-27.5,367.2,-14.683477306821873,357.92179098340034
38,-27.5,467.2,-12.981935322479401,457.3966494454901
39,-7.5,367.2,-186.63064903972153,359.7223439940714
39,-7.5,467.2,-187.44907287174314,458.1988088513674
40,-187.5,387.2,-186.933007769432,379.4491636431079
40,-187.5,487.2,-187.52429591944872,478.15688476985525
41,-167.5,387.2,-167.7753454305362,379.15818777374744
41,-167.5,487.2,-168.01472456945194,477.5798725942776
42,-147.5,387.2,-148.6885187211345,379.01979590545943
42,-147.5,487.2,-148.8684966783611,477.7212886850717
43,-127.5,387.2,-129.642383202645,378.93435954219274
43,-127.5,487.2,-129.80156534528882,478.29953984434945
44,-107.5,387.2,-110.4611627758583,378.6339868320633
44,-107.5,487.2,-110.23160369923625,477.691587124127
45,-87.5,387.2,-91.28258990657008,378.2712898473309
45,-87.5,487.2,-90.69477851756463,477.4705719253548
46,-67.5,387.2,-72.10107562589084,378.173115144637
46,-67.5,487.2,-71.41623809949724,477.97059957569684
47,-47.5,387.2,-52.796416107471856,377.9094136028972
47,-47.5,487.2,-51.74873479584726,477.54509720632484
48,-27.5,387.2,-33.61630986047513,377.80409479102866
48,-27.5,487.2,-32.02099289025835,477.0522797489026
49,-7.5,387.2,-14.445671528184159,377.8141604761696
49,-7.5,487.2,-12.747943319428924,477.320508890525
0,-2.5,307.2,-11.0710051008086,300.6631110359726
0,-2.5,407.2,-9.478187880829168,398.1407626835975
1,17.5,307.2,8.203088368184384,300.0287218176424
1,17.5,407.2,9.939404591218365,397.8723181810738
2,37.5,307.2,27.24407051020989,300.0417785063902
